timestamp,step,tokens_seen,split,loss
1785861737.5190938,1975,8105400,train,6.343287
1785861740.9919424,2000,8208000,train,6.059691
1785861741.8239336,2000,8208000,eval,6.098044
1785861763.8058872,2025,8310600,train,6.105625
1785861767.2047338,2050,8413200,train,6.105085
1785861770.5384476,2075,8515800,train,6.160457
1785861773.8404338,2100,8618400,train,6.135910
1785861936.8168273,2125,8721000,train,6.100335
1785861940.112835,2150,8823600,train,6.170372
1785861943.4343748,2175,8926200,train,6.202190
1785861946.7342467,2200,9028800,train,5.929756
1785862137.7147105,2225,9131400,train,6.099124
1785862141.4775717,2250,9234000,train,6.017405
1785862142.5592377,2250,9234000,eval,6.017961
1785862146.1370273,2275,9336600,train,5.999065
1785862149.6693966,2300,9439200,train,6.088919
1785863123.3472505,2325,9541800,train,5.880457
1785863126.8756337,2350,9644400,train,5.756521
1785863130.499404,2375,9747000,train,5.797892
1785863134.0430772,2400,9849600,train,5.677294
1785863157.6587489,2425,9952200,train,5.516429
1785863161.0167203,2450,10054800,train,5.710344
1785863164.385375,2475,10157400,train,5.735901
1785863167.7361078,2500,10260000,train,5.760859
1785863168.5721512,2500,10260000,eval,5.983410
1785863217.2953544,2525,10362600,train,5.730247
1785863220.6527264,2550,10465200,train,5.662818
1785863224.0329795,2575,10567800,train,5.754331
1785863227.3598762,2600,10670400,train,5.823272
1785863260.733489,2625,10773000,train,5.748466
1785863264.0909317,2650,10875600,train,5.769182
1785863267.4372187,2675,10978200,train,5.899059
1785863270.7497034,2700,11080800,train,5.858240
1785863300.9158309,2725,11183400,train,5.895580
1785863304.2743769,2750,11286000,train,5.777506
1785863305.1109877,2750,11286000,eval,5.890335
1785863308.5123093,2775,11388600,train,5.757630
1785863312.0169826,2800,11491200,train,5.792659
1785863341.9493947,2825,11593800,train,5.797050
1785863345.3844552,2850,11696400,train,5.843518
1785863348.8642979,2875,11799000,train,5.782682
1785863352.3604872,2900,11901600,train,5.721836
1785863372.0539405,2925,12004200,train,5.773084
1785863375.7084827,2950,12106800,train,5.781957
1785863379.4940627,2975,12209400,train,5.869732
1785863383.3892083,3000,12312000,train,5.712430
1785863384.2930956,3000,12312000,eval,5.849938
1785863403.0531309,3025,12414600,train,5.753055
1785863406.5723162,3050,12517200,train,5.715617
1785863410.0320728,3075,12619800,train,5.799075
1785863413.5418973,3100,12722400,train,5.754708
1785863429.3288536,3125,12825000,train,5.707899
1785863432.8905065,3150,12927600,train,5.856633
1785863436.491897,3175,13030200,train,5.759410
1785863440.0006974,3200,13132800,train,5.611464
1785863456.2147682,3225,13235400,train,5.743618
1785863459.6233568,3250,13338000,train,5.604931
1785863460.474386,3250,13338000,eval,5.790437
1785863464.1130433,3275,13440600,train,5.694764
1785863467.6765206,3300,13543200,train,5.736707
1785863530.6670096,3325,13645800,train,5.841878
1785863534.278456,3350,13748400,train,5.800336
1785863538.2213974,3375,13851000,train,5.841108
1785863542.7878022,3400,13953600,train,5.898190
1785863561.0839343,3425,14056200,train,5.748576
1785863565.3409333,3450,14158800,train,5.706774
1785863569.6144834,3475,14261400,train,5.785848
1785863574.1474612,3500,14364000,train,5.805095
1785863575.6221852,3500,14364000,eval,5.718503
1785863733.2397027,3525,14466600,train,5.795299
1785863737.7045114,3550,14569200,train,5.832730
1785863741.9548137,3575,14671800,train,5.824429
1785863746.3188262,3600,14774400,train,5.709880
1785863763.1915717,3625,14877000,train,5.805833
1785863767.004508,3650,14979600,train,5.806445
1785863770.6662872,3675,15082200,train,5.794863
1785863774.322387,3700,15184800,train,5.688332
1785863792.6844034,3725,15287400,train,5.757115
1785863796.2983372,3750,15390000,train,5.762800
1785863797.2298932,3750,15390000,eval,5.669882
1785863801.0312972,3775,15492600,train,5.747820
1785863804.9359543,3800,15595200,train,5.722737
1785863822.4328804,3825,15697800,train,5.728494
1785863825.961258,3850,15800400,train,5.750906
1785863829.5448031,3875,15903000,train,5.695144
1785863833.107323,3900,16005600,train,5.673612
1785863851.4003983,3925,16108200,train,5.651251
1785863855.3005743,3950,16210800,train,5.782377
1785863858.7895212,3975,16313400,train,5.508699
1785863862.4585457,4000,16416000,train,5.729732
1785863863.3097904,4000,16416000,eval,5.592003
1785863879.2377908,4025,16518600,train,5.623031
1785863882.8356876,4050,16621200,train,5.136144
1785863886.3559995,4075,16723800,train,5.690043
1785863889.9018655,4100,16826400,train,5.661088
1785863907.2564352,4125,16929000,train,5.658906
1785863910.8683362,4150,17031600,train,5.671190
1785863914.8106956,4175,17134200,train,5.685800
1785863918.3707428,4200,17236800,train,5.677706
1785863935.7230837,4225,17339400,train,5.746749
1785863939.8408062,4250,17442000,train,5.632287
1785863940.8743339,4250,17442000,eval,5.552793
1785863944.9895794,4275,17544600,train,5.566811
1785863949.0540617,4300,17647200,train,5.547416
1785863967.5190096,4325,17749800,train,5.612272
1785863972.5316257,4350,17852400,train,5.596539
1785863977.5797188,4375,17955000,train,5.543940
1785863982.6279898,4400,18057600,train,5.781671
1785864000.219277,4425,18160200,train,5.534133
1785864005.3077974,4450,18262800,train,5.641371
1785864010.4563878,4475,18365400,train,5.566758
1785864015.26929,4500,18468000,train,5.436141
1785864016.5020068,4500,18468000,eval,5.499986
1785864035.0723877,4525,18570600,train,5.736283
1785864040.7791326,4550,18673200,train,5.537628
1785864046.5101125,4575,18775800,train,5.542325
1785864051.4783905,4600,18878400,train,5.589763
1785864068.721771,4625,18981000,train,5.572661
1785864073.3997855,4650,19083600,train,5.544307
1785864078.0753274,4675,19186200,train,5.553659
1785864082.7176464,4700,19288800,train,5.521699
1785864100.221518,4725,19391400,train,5.532816
1785864105.0511563,4750,19494000,train,5.624127
1785864106.3407686,4750,19494000,eval,5.456135
1785864111.512004,4775,19596600,train,5.453107
1785864116.3791835,4800,19699200,train,5.521361
1785864134.102393,4825,19801800,train,5.453958
1785864138.860564,4850,19904400,train,5.481062
1785864143.7709353,4875,20007000,train,5.540880
1785864148.489644,4900,20109600,train,5.506105
1785864165.7446218,4925,20212200,train,5.598241
1785864170.3787234,4950,20314800,train,5.493295
1785864175.1247637,4975,20417400,train,5.550871
1785864179.8914332,5000,20520000,train,5.387563
1785864181.137722,5000,20520000,eval,5.392190
1785864198.922479,5025,20622600,train,5.425120
1785864203.9229426,5050,20725200,train,5.534651
1785864208.7004476,5075,20827800,train,5.518949
1785864213.5118985,5100,20930400,train,5.556341
1785864230.5833118,5125,21033000,train,5.453552
1785864235.313744,5150,21135600,train,5.418201
1785864240.2131002,5175,21238200,train,5.438690
1785864245.0478523,5200,21340800,train,5.405204
1785864262.4471765,5225,21443400,train,5.397073
1785864267.3329782,5250,21546000,train,5.394023
1785864268.510836,5250,21546000,eval,5.364048
1785864273.2355614,5275,21648600,train,5.476014
1785864278.0214062,5300,21751200,train,5.351336
1785864295.4600227,5325,21853800,train,5.355128
1785864300.0822728,5350,21956400,train,5.409059
1785864304.8729901,5375,22059000,train,5.397062
1785864310.0404081,5400,22161600,train,5.460295
1785864341.0411117,5425,22264200,train,5.352512
1785864345.9159987,5450,22366800,train,5.400588
1785864350.5498629,5475,22469400,train,5.441762
1785864355.328578,5500,22572000,train,5.337655
1785864356.6346052,5500,22572000,eval,5.314020
1785864374.253316,5525,22674600,train,5.436001
1785864378.8274846,5550,22777200,train,5.405050
1785864383.5375662,5575,22879800,train,5.366268
1785864388.3263123,5600,22982400,train,5.339398
1785864405.5781548,5625,23085000,train,5.289941
1785864410.1774588,5650,23187600,train,5.352951
1785864414.8651855,5675,23290200,train,5.350051
1785864419.515389,5700,23392800,train,5.377147
1785864436.574122,5725,23495400,train,5.426097
1785864441.2548506,5750,23598000,train,5.443297
1785864442.430968,5750,23598000,eval,5.281885
1785864447.1251636,5775,23700600,train,5.345030
1785864451.810501,5800,23803200,train,5.343531
1785864469.1971738,5825,23905800,train,5.444688
1785864473.9912765,5850,24008400,train,5.349213
1785864478.8420494,5875,24111000,train,5.360523
1785864483.494445,5900,24213600,train,5.396464
1785864500.3868992,5925,24316200,train,5.289504
1785864505.2440426,5950,24418800,train,5.307012
1785864509.8908134,5975,24521400,train,5.588514
1785864514.4088073,6000,24624000,train,5.602642
1785864515.5763688,6000,24624000,eval,5.353649
1785864532.8393345,6025,24726600,train,5.392956
1785864537.6550229,6050,24829200,train,5.317880
1785864542.2363493,6075,24931800,train,5.353958
1785864546.9333308,6100,25034400,train,5.292915
1785864563.8439205,6125,25137000,train,5.291897
1785864568.504589,6150,25239600,train,5.295512
1785864573.4009645,6175,25342200,train,5.247412
1785864578.1965313,6200,25444800,train,5.269069
1785864598.063699,6225,25547400,train,5.430444
1785864603.3029323,6250,25650000,train,5.278078
1785864604.5438335,6250,25650000,eval,5.220921
1785864609.3024251,6275,25752600,train,5.298221
1785864614.0181272,6300,25855200,train,5.278125
1785864631.5370495,6325,25957800,train,5.334852
1785864636.699301,6350,26060400,train,5.426931
1785864641.4720917,6375,26163000,train,5.222849
1785864645.9415145,6400,26265600,train,5.318053
1785864662.937833,6425,26368200,train,5.246714
1785864667.7280025,6450,26470800,train,5.380372
1785864672.5753639,6475,26573400,train,5.356094
1785864677.3498936,6500,26676000,train,5.239982
1785864678.580455,6500,26676000,eval,5.188701
1785864696.1863675,6525,26778600,train,5.270372
1785864701.0999534,6550,26881200,train,5.310362
1785864705.6888716,6575,26983800,train,5.265652
1785864710.20818,6600,27086400,train,5.335686
1785864727.340788,6625,27189000,train,5.430165
1785864732.1123397,6650,27291600,train,5.291406
1785864737.0109055,6675,27394200,train,5.181275
1785864741.6408339,6700,27496800,train,5.243992
1785864765.3890383,6725,27599400,train,5.278367
1785864770.6595607,6750,27702000,train,5.349816
1785864771.8863108,6750,27702000,eval,5.171170
1785864776.5351703,6775,27804600,train,5.250742
1785864781.47921,6800,27907200,train,5.242515
1785864798.449447,6825,28009800,train,5.265348
1785864803.3727016,6850,28112400,train,5.138939
1785864807.8280118,6875,28215000,train,5.328877
1785864812.4545295,6900,28317600,train,5.277619
1785864829.5943017,6925,28420200,train,5.134081
1785864834.4921105,6950,28522800,train,5.278817
1785864839.3335547,6975,28625400,train,5.245578
1785864843.919353,7000,28728000,train,5.208875
1785864845.100237,7000,28728000,eval,5.118208
1785864862.4078448,7025,28830600,train,5.136982
1785864867.1055534,7050,28933200,train,5.177012
1785864871.7864459,7075,29035800,train,5.209531
1785864876.4517808,7100,29138400,train,5.301057
1785864893.7488096,7125,29241000,train,5.293602
1785864898.398085,7150,29343600,train,5.288311
1785864903.0778112,7175,29446200,train,5.190344
1785864907.840235,7200,29548800,train,5.153886
1785864925.080597,7225,29651400,train,5.147878
1785864930.2402372,7250,29754000,train,5.106804
1785864931.6303117,7250,29754000,eval,5.114156
1785864936.5975802,7275,29856600,train,5.159827
1785864941.245472,7300,29959200,train,5.215540
1785864958.6440763,7325,30061800,train,5.167239
1785864963.2686174,7350,30164400,train,5.143638
1785864967.7973204,7375,30267000,train,5.227423
1785864972.5546868,7400,30369600,train,5.135290
1785864989.955571,7425,30472200,train,5.173018
1785864994.5499861,7450,30574800,train,5.192416
1785864999.0273907,7475,30677400,train,5.260808
1785865003.4970257,7500,30780000,train,5.077251
1785865004.6422625,7500,30780000,eval,5.173335
1785865021.5198889,7525,30882600,train,5.330201
1785865026.1155665,7550,30985200,train,5.139631
1785865030.879334,7575,31087800,train,5.218446
1785865035.821703,7600,31190400,train,5.162180
1785865053.0771945,7625,31293000,train,5.191478
1785865058.0127833,7650,31395600,train,5.313376
1785865062.5805266,7675,31498200,train,5.219963
1785865067.3539438,7700,31600800,train,5.163857
1785865084.680751,7725,31703400,train,5.224691
1785865089.4938316,7750,31806000,train,5.223666
1785865090.7070768,7750,31806000,eval,5.058559
1785865095.418638,7775,31908600,train,5.217469
1785865100.262307,7800,32011200,train,5.132609
1785865117.2791739,7825,32113800,train,5.132191
1785865122.1762002,7850,32216400,train,5.145431
1785865126.9959245,7875,32319000,train,5.162522
1785865132.0373373,7900,32421600,train,5.116525
1785865186.8228352,7925,32524200,train,5.210282
1785865191.953588,7950,32626800,train,5.129225
1785865197.111103,7975,32729400,train,5.172545
1785865201.730841,8000,32832000,train,5.223367
1785865202.9151492,8000,32832000,eval,5.062318
1785865220.2237685,8025,32934600,train,5.161483
1785865225.276473,8050,33037200,train,5.148869
1785865230.0935144,8075,33139800,train,5.174689
1785865234.8047152,8100,33242400,train,5.121804
1785865252.0177903,8125,33345000,train,5.132738
1785865256.7377539,8150,33447600,train,5.091519
1785865261.5685976,8175,33550200,train,5.220943
1785865266.1408234,8200,33652800,train,5.094294
1785865284.19032,8225,33755400,train,5.109770
1785865288.9707172,8250,33858000,train,5.094593
1785865290.2138577,8250,33858000,eval,5.023202
1785865295.304049,8275,33960600,train,5.178453
1785865300.5023942,8300,34063200,train,5.043120
1785865318.292791,8325,34165800,train,5.225274
1785865323.051059,8350,34268400,train,5.256550
1785865327.677755,8375,34371000,train,5.286587
1785865332.322152,8400,34473600,train,5.105393
1785865349.7423668,8425,34576200,train,5.115247
1785865354.579974,8450,34678800,train,5.154491
1785865359.1292937,8475,34781400,train,5.190815
1785865363.7347543,8500,34884000,train,5.119103
1785865364.9251232,8500,34884000,eval,5.008418
1785865382.285052,8525,34986600,train,5.143205
1785865387.3030672,8550,35089200,train,4.988184
1785865392.2971833,8575,35191800,train,5.060433
1785865397.3495593,8600,35294400,train,5.101510
1785865414.9500074,8625,35397000,train,5.139888
1785865420.0615034,8650,35499600,train,5.012285
1785865424.9993844,8675,35602200,train,5.028576
1785865429.8845599,8700,35704800,train,5.215386
1785865447.224543,8725,35807400,train,5.076762
1785865451.9492743,8750,35910000,train,5.035205
1785865453.080074,8750,35910000,eval,4.977282
1785865457.9471154,8775,36012600,train,5.077399
1785865462.6355064,8800,36115200,train,5.042759
1785865479.7611322,8825,36217800,train,5.091915
1785865484.4697304,8850,36320400,train,5.199146
1785865489.3397105,8875,36423000,train,5.148731
1785865494.5397956,8900,36525600,train,5.055558
1785865512.0522006,8925,36628200,train,5.143361
1785865517.0866828,8950,36730800,train,5.044696
1785865521.7003822,8975,36833400,train,5.036924
1785865526.483886,9000,36936000,train,4.999900
1785865527.7146845,9000,36936000,eval,4.951873
1785865544.7525358,9025,37038600,train,5.035163
1785865549.4890707,9050,37141200,train,4.994523
1785865554.3181448,9075,37243800,train,5.013658
1785865558.9641502,9100,37346400,train,5.020621
1785865576.277306,9125,37449000,train,5.116284
1785865581.2923203,9150,37551600,train,4.968256
1785865586.204125,9175,37654200,train,5.077097
1785865590.8243701,9200,37756800,train,5.144661
1785865607.797267,9225,37859400,train,5.054063
1785865612.3143184,9250,37962000,train,5.083143
1785865613.4394453,9250,37962000,eval,4.941016
1785865617.9913692,9275,38064600,train,5.032809
1785865622.7667496,9300,38167200,train,4.993737
1785865640.1297264,9325,38269800,train,5.053976
1785865644.7652805,9350,38372400,train,5.045709
1785865649.5114458,9375,38475000,train,4.998913
1785865654.1188276,9400,38577600,train,5.021660
1785865671.5355425,9425,38680200,train,4.952437
1785865676.1067228,9450,38782800,train,4.993076
1785865680.858303,9475,38885400,train,5.042169
1785865685.4969242,9500,38988000,train,5.073751
1785865686.6925726,9500,38988000,eval,4.920622
1785865704.075383,9525,39090600,train,5.088954
1785865708.5721667,9550,39193200,train,4.956919
1785865713.0281222,9575,39295800,train,5.003707
1785865717.5123863,9600,39398400,train,4.989892
1785865734.4946175,9625,39501000,train,4.938339
1785865739.101512,9650,39603600,train,5.046027
1785865743.7374477,9675,39706200,train,5.050966
1785865748.496668,9700,39808800,train,4.979923
1785865766.4388855,9725,39911400,train,5.003055
1785865771.0549307,9750,40014000,train,5.148898
1785865772.2827811,9750,40014000,eval,4.909788
1785865777.0630066,9775,40116600,train,5.040990
1785865782.27552,9800,40219200,train,4.978242
1785865799.28363,9825,40321800,train,4.971776
1785865803.8812952,9850,40424400,train,5.015331
1785865809.3915942,9875,40527000,train,5.056867
1785865814.3260593,9900,40629600,train,4.921068
1785865831.7455902,9925,40732200,train,4.925573
1785865836.530946,9950,40834800,train,4.995718
1785865841.2951038,9975,40937400,train,4.980996
1785865845.9866192,10000,41040000,train,5.017576
1785865847.20254,10000,41040000,eval,4.894389
1785865866.1658223,10025,41142600,train,5.009752
1785865870.8935528,10050,41245200,train,4.958812
1785865875.6632063,10075,41347800,train,5.025255
1785865880.6340346,10100,41450400,train,5.067996
1785865898.8332782,10125,41553000,train,5.000986
1785865903.8135107,10150,41655600,train,4.998195
1785865908.8567147,10175,41758200,train,4.969034
1785865913.8320384,10200,41860800,train,4.944043
1785865931.7263486,10225,41963400,train,4.964524
1785865936.5387552,10250,42066000,train,4.943357
1785865937.8033938,10250,42066000,eval,4.863509
1785865942.5537548,10275,42168600,train,4.988743
1785865947.193741,10300,42271200,train,4.872165
1785865964.2671387,10325,42373800,train,4.917199
1785865968.7814043,10350,42476400,train,4.886785
1785865973.2319703,10375,42579000,train,4.991842
1785865977.7540355,10400,42681600,train,4.971738
1785865994.8714087,10425,42784200,train,4.968128
1785865999.472961,10450,42886800,train,5.036570
1785866004.2869234,10475,42989400,train,4.867643
1785866009.379026,10500,43092000,train,4.982556
1785866010.6455204,10500,43092000,eval,4.844508
1785866028.4272985,10525,43194600,train,4.956052
1785866033.0965586,10550,43297200,train,4.918888
1785866037.757287,10575,43399800,train,4.944488
1785866042.4793892,10600,43502400,train,4.976817
1785866059.593189,10625,43605000,train,4.889818
1785866064.3288233,10650,43707600,train,4.969030
1785866068.890145,10675,43810200,train,4.868428
1785866073.5714939,10700,43912800,train,5.006500
1785866091.406871,10725,44015400,train,5.178315
1785866096.135297,10750,44118000,train,4.929131
1785866097.345886,10750,44118000,eval,4.829409
1785866102.1168,10775,44220600,train,4.870504
1785866106.8745098,10800,44323200,train,4.958463
1785866124.6673923,10825,44425800,train,4.852145
1785866129.1805866,10850,44528400,train,4.942837
1785866133.7722719,10875,44631000,train,4.884803
1785866138.4355724,10900,44733600,train,4.978168
1785866155.9668264,10925,44836200,train,5.004179
1785866160.4789555,10950,44938800,train,4.976956
1785866164.9779549,10975,45041400,train,4.910908
1785866169.4863002,11000,45144000,train,4.885386
1785866170.648893,11000,45144000,eval,4.794501
1785866188.406698,11025,45246600,train,4.876593
1785866193.2875178,11050,45349200,train,4.943111
1785866197.8759065,11075,45451800,train,4.881271
1785866202.7089171,11100,45554400,train,4.963318
1785866219.2488394,11125,45657000,train,4.933664
1785866223.1604624,11150,45759600,train,4.898308
1785866227.1172676,11175,45862200,train,4.910827
1785866230.9990323,11200,45964800,train,4.807187
1785866263.4823809,11225,46067400,train,4.850476
1785866267.1502697,11250,46170000,train,4.981473
1785866268.0840385,11250,46170000,eval,4.791078
1785866271.9347215,11275,46272600,train,4.821126
1785866275.6815505,11300,46375200,train,4.851914
1785866291.9955804,11325,46477800,train,4.880017
1785866295.666,11350,46580400,train,4.925352
1785866299.3504543,11375,46683000,train,4.927309
1785866303.0287714,11400,46785600,train,4.906816
1785866319.542878,11425,46888200,train,4.878535
1785866323.1856446,11450,46990800,train,4.831313
1785866326.8580046,11475,47093400,train,4.940446
1785866330.547093,11500,47196000,train,4.820975
1785866331.4685843,11500,47196000,eval,4.756068
1785866348.298711,11525,47298600,train,4.866876
1785866351.998395,11550,47401200,train,4.847718
1785866355.8775225,11575,47503800,train,4.812595
1785866359.5318267,11600,47606400,train,4.860732
1785866376.029678,11625,47709000,train,4.837999
1785866379.7615092,11650,47811600,train,4.859388
1785866383.3859982,11675,47914200,train,4.905760
1785866387.0833833,11700,48016800,train,4.905264
1785866402.934706,11725,48119400,train,4.957293
1785866406.5746872,11750,48222000,train,4.907087
1785866407.4836116,11750,48222000,eval,4.742390
1785866411.1749125,11775,48324600,train,4.824081
1785866414.8023593,11800,48427200,train,4.817431
1785866431.3996773,11825,48529800,train,4.874280
1785866435.0817246,11850,48632400,train,4.700045
1785866438.6940227,11875,48735000,train,4.878196
1785866442.349446,11900,48837600,train,4.780981
1785866458.4280849,11925,48940200,train,4.784813
1785866462.0812457,11950,49042800,train,4.884144
1785866465.7074196,11975,49145400,train,4.828756
1785866469.4006734,12000,49248000,train,4.870014
1785866470.3065877,12000,49248000,eval,4.727574
1785866487.0680566,12025,49350600,train,4.870608
1785866490.9191122,12050,49453200,train,4.775206
1785866494.5588253,12075,49555800,train,4.812108
1785866498.1588476,12100,49658400,train,4.795745
1785866514.093242,12125,49761000,train,4.841143
1785866517.6891055,12150,49863600,train,4.816986
1785866521.2817333,12175,49966200,train,4.889653
1785866524.9355159,12200,50068800,train,4.748478
1785866542.2402883,12225,50171400,train,4.775921
1785866546.303201,12250,50274000,train,4.839312
1785866547.2989447,12250,50274000,eval,4.736303
1785866551.181937,12275,50376600,train,4.851507
1785866555.1454842,12300,50479200,train,4.831637
1785866571.390714,12325,50581800,train,4.790738
1785866575.2606118,12350,50684400,train,4.898088
1785866579.0252979,12375,50787000,train,4.929491
1785866582.8280518,12400,50889600,train,4.818974
1785866598.9030542,12425,50992200,train,4.792644
1785866602.6994035,12450,51094800,train,4.804506
1785866606.567781,12475,51197400,train,4.818921
1785866610.5332901,12500,51300000,train,4.865962
1785866611.4951854,12500,51300000,eval,4.700979
1785866627.8767266,12525,51402600,train,4.785330
1785866631.8415873,12550,51505200,train,4.768225
1785866635.6906106,12575,51607800,train,4.818859
1785866639.4929173,12600,51710400,train,4.743232
1785866680.5429928,12625,51813000,train,4.703095
1785866684.4155679,12650,51915600,train,4.727570
1785866688.2704966,12675,52018200,train,4.720104
1785866692.0992405,12700,52120800,train,4.856010
1785866708.036707,12725,52223400,train,4.759534
1785866711.8379269,12750,52326000,train,4.808975
1785866712.812853,12750,52326000,eval,4.685076
1785866716.5773733,12775,52428600,train,4.774756
1785866720.419684,12800,52531200,train,4.784743
1785866736.436842,12825,52633800,train,4.870359
1785866740.5013719,12850,52736400,train,4.666694
1785866744.8067794,12875,52839000,train,4.804678
1785866748.7288404,12900,52941600,train,4.834714
1785866774.9557638,12925,53044200,train,4.761868
1785866778.630766,12950,53146800,train,4.772507
1785866782.3695424,12975,53249400,train,4.782950
1785866786.1606197,13000,53352000,train,4.782681
1785866787.0885608,13000,53352000,eval,4.668003
1785866802.9853704,13025,53454600,train,4.780707
1785866806.738865,13050,53557200,train,4.662984
1785866810.424967,13075,53659800,train,4.657088
1785866814.1644773,13100,53762400,train,4.714898
1785866830.2736664,13125,53865000,train,4.722367
1785866833.951007,13150,53967600,train,5.195651
1785866837.6810596,13175,54070200,train,4.803823
1785866841.4947588,13200,54172800,train,4.709297
1785866857.5102646,13225,54275400,train,4.746844
1785866861.2514534,13250,54378000,train,4.739843
1785866862.1856358,13250,54378000,eval,4.657725
1785866866.0279589,13275,54480600,train,4.722929
1785866869.790404,13300,54583200,train,4.707683
1785866885.9430785,13325,54685800,train,4.697388
1785866889.6809256,13350,54788400,train,4.839956
1785866893.3268168,13375,54891000,train,4.757301
1785866896.9270146,13400,54993600,train,4.743956
1785866912.9109545,13425,55096200,train,4.925076
1785866916.593432,13450,55198800,train,4.778914
1785866920.214287,13475,55301400,train,4.666814
1785866923.8664794,13500,55404000,train,4.731498
1785866924.8219512,13500,55404000,eval,4.639064
1785866940.9523573,13525,55506600,train,4.756542
1785866944.5410872,13550,55609200,train,4.771021
1785866948.1243756,13575,55711800,train,4.724942
1785866951.7302682,13600,55814400,train,4.731024
1785866967.6584013,13625,55917000,train,4.776902
1785866971.2676117,13650,56019600,train,4.703145
1785866974.9093552,13675,56122200,train,4.659217
1785866978.5203276,13700,56224800,train,4.803633
1785866994.8278012,13725,56327400,train,4.683383
1785866998.4162533,13750,56430000,train,4.659063
1785866999.3491285,13750,56430000,eval,4.615846
1785867003.0864463,13775,56532600,train,4.749605
1785867006.8894422,13800,56635200,train,4.655889
1785867022.845146,13825,56737800,train,4.719380
1785867026.4190547,13850,56840400,train,4.732843
1785867029.9965746,13875,56943000,train,4.758496
1785867033.5955868,13900,57045600,train,4.667395
1785867049.7302823,13925,57148200,train,4.686456
1785867053.3054812,13950,57250800,train,4.712841
1785867056.9331863,13975,57353400,train,4.666560
1785867060.568377,14000,57456000,train,4.704035
1785867061.6169116,14000,57456000,eval,4.612695
1785867077.4516618,14025,57558600,train,4.697152
1785867081.149927,14050,57661200,train,4.697504
1785867084.7521472,14075,57763800,train,4.775902
1785867088.3977475,14100,57866400,train,4.693071
1785867104.1350005,14125,57969000,train,4.764066
1785867107.7224004,14150,58071600,train,4.830419
1785867111.3175607,14175,58174200,train,4.708627
1785867115.037046,14200,58276800,train,4.759941
1785867130.7605243,14225,58379400,train,4.636452
1785867134.3574784,14250,58482000,train,4.752414
1785867135.2984977,14250,58482000,eval,4.607926
1785867139.0150115,14275,58584600,train,4.795566
1785867142.606482,14300,58687200,train,4.729045
1785867158.3216767,14325,58789800,train,4.680261
1785867162.0053856,14350,58892400,train,4.695396
1785867165.6131692,14375,58995000,train,4.695783
1785867169.2203476,14400,59097600,train,4.766709
1785867187.1669173,14425,59200200,train,4.695112
1785867190.7667668,14450,59302800,train,4.794059
1785867194.3380156,14475,59405400,train,4.816916
1785867197.9196692,14500,59508000,train,4.606787
1785867198.8307781,14500,59508000,eval,4.626116
1785867214.594757,14525,59610600,train,4.668229
1785867218.2719586,14550,59713200,train,4.643591
1785867222.015815,14575,59815800,train,4.649528
1785867225.626989,14600,59918400,train,4.690138
1785867241.7738454,14625,60021000,train,4.635885
1785867245.37986,14650,60123600,train,4.554464
1785867249.0018148,14675,60226200,train,4.596506
1785867252.6051698,14700,60328800,train,4.689651
1785867268.443703,14725,60431400,train,4.773678
1785867272.033337,14750,60534000,train,4.813098
1785867272.930628,14750,60534000,eval,4.581843
1785867276.5545774,14775,60636600,train,4.697081
1785867280.2793612,14800,60739200,train,4.655074
1785867296.159858,14825,60841800,train,4.355761
1785867299.776171,14850,60944400,train,4.712951
1785867303.4701812,14875,61047000,train,4.717487
1785867307.1651614,14900,61149600,train,4.769867
1785867323.1116178,14925,61252200,train,4.645016
1785867326.7218986,14950,61354800,train,4.698293
1785867330.3697464,14975,61457400,train,4.662445
1785867333.9530652,15000,61560000,train,4.741520
1785867334.8522997,15000,61560000,eval,4.569733
1785867350.7283719,15025,61662600,train,4.590335
1785867354.3270907,15050,61765200,train,4.633019
1785867357.999147,15075,61867800,train,4.754683
1785867361.591421,15100,61970400,train,4.631650
1785867377.3442998,15125,62073000,train,4.718500
1785867380.9343948,15150,62175600,train,4.660493
1785867384.5307784,15175,62278200,train,4.634665
1785867388.1225896,15200,62380800,train,4.866036
1785867404.001914,15225,62483400,train,4.623934
1785867407.606389,15250,62586000,train,4.705573
1785867408.5019653,15250,62586000,eval,4.556995
1785867412.0838826,15275,62688600,train,4.656934
1785867415.6805146,15300,62791200,train,4.673518
1785867431.5998704,15325,62893800,train,4.694058
1785867435.189978,15350,62996400,train,4.614967
1785867438.8082561,15375,63099000,train,4.770529
1785867442.5243976,15400,63201600,train,4.755462
1785867458.5144536,15425,63304200,train,4.626149
1785867462.1049666,15450,63406800,train,4.591899
1785867465.8368888,15475,63509400,train,4.707760
1785867469.4628308,15500,63612000,train,4.573907
1785867470.3545039,15500,63612000,eval,4.569244
1785867486.243598,15525,63714600,train,4.679470
1785867489.9468336,15550,63817200,train,4.670973
1785867493.5298767,15575,63919800,train,4.660430
1785867497.1438859,15600,64022400,train,4.604315
1785867513.0242965,15625,64125000,train,4.709459
1785867516.6256618,15650,64227600,train,4.594258
1785867520.2009234,15675,64330200,train,4.655076
1785867523.7935603,15700,64432800,train,4.709212
1785867539.7528174,15725,64535400,train,4.565954
1785867543.344074,15750,64638000,train,4.628182
1785867544.2290154,15750,64638000,eval,4.543932
1785867547.8358924,15775,64740600,train,4.661339
1785867551.4542327,15800,64843200,train,4.569555
1785867567.2871122,15825,64945800,train,4.706390
